Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Colour,Seats,No. of Doors,New_Price,Price
Maruti Wagon,Kochi,2015.0,49818.0,Petrol,Manual,First,21.5 kmpl,1197 CC,81.80 bhp,Black/Silver,5.0,4.0,5.44 Lakh,4.11
Hyundai Creta,Coimbatore,2018.0,23875.0,Petrol,Automatic,First,13.0 kmpl,1591 CC,121.3 bhp,Others,5.0,4.0,,14.36
Nissan Terrano,Mumbai,2014.0,40000.0,Petrol,Manual,First,13.24 kmpl,1598 CC,102.5 bhp,Others,5.0,4.0,,5.25
Maruti Celerio,Kochi,2018.0,12278.0,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,Others,5.0,4.0,5.95 Lakh,5.63
Maruti Alto,Jaipur,2009.0,63000.0,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,Others,5.0,4.0,,1.5
Hyundai Creta,Mumbai,2017.0,35000.0,Diesel,Manual,First,21.38 kmpl,1396 CC,88.7 bhp,White,5.0,4.0,,9.9
Honda City,Ahmedabad,2011.0,46000.0,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,Black/Silver,5.0,4.0,,4.15
Maruti Esteem,Delhi,2005.0,69496.0,Petrol,Manual,First,15.9 kmpl,1298 CC,null bhp,White,5.0,4.0,,1.1
Honda City,Delhi,2010.0,65100.0,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,White,5.0,4.0,,3.15
Mahindra NuvoSport,Chennai,2017.0,29000.0,Diesel,Manual,Second,17.45 kmpl,1493 CC,100 bhp,Others,7.0,5.0,10.52 Lakh,6.5
Honda City,Delhi,2016.0,17000.0,Petrol,Manual,Second,17.8 kmpl,1497 CC,117.3 bhp,Black/Silver,5.0,4.0,,8.25
Maruti Swift,Hyderabad,2015.0,58000.0,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,Black/Silver,5.0,4.0,,5.95
Mahindra XUV500,Delhi,2014.0,74345.0,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,White,7.0,5.0,,8.0
Toyota Innova,Coimbatore,2015.0,121374.0,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,White,7.0,4.0,,14.3
Skoda Rapid,Hyderabad,2013.0,93000.0,Diesel,Manual,First,20.5 kmpl,1598 CC,103.5 bhp,Others,5.0,4.0,,5.0
Hyundai Verna,Jaipur,2012.0,72000.0,Diesel,Manual,Second,22.32 kmpl,1582 CC,126.32 bhp,Black/Silver,5.0,4.0,,5.8
Hyundai i20,Ahmedabad,2010.0,62000.0,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,White,5.0,4.0,,2.7
Mahindra XUV500,Coimbatore,2013.0,130790.0,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,Others,7.0,5.0,,9.24
Ford Ikon,Pune,2006.0,85000.0,Petrol,Manual,Second,13.8 kmpl,1299 CC,70 bhp,White,5.0,4.0,,0.69
BMW X3,Bangalore,2016.0,49000.0,Diesel,Automatic,First,16.55 kmpl,2993 CC,258 bhp,Black/Silver,5.0,4.0,,45.0
BMW 3,Delhi,2011.0,64000.0,Diesel,Automatic,First,16.07 kmpl,1995 CC,181 bhp,White,5.0,4.0,,10.5
Volkswagen Vento,Mumbai,2017.0,15000.0,Petrol,Manual,Second,16.09 kmpl,1598 CC,103.5 bhp,Others,5.0,4.0,11.48 Lakh,7.1
Hyundai EON,Kochi,2016.0,36700.0,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,Others,5.0,4.0,,4.38
BMW 3,Coimbatore,2009.0,103905.0,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,Others,5.0,4.0,43.31 Lakh,9.92
Nissan Terrano,Mumbai,2015.0,54000.0,Diesel,Manual,Second,19.01 kmpl,1461 CC,108.5 bhp,Others,5.0,4.0,,5.75
BMW 3,Hyderabad,2009.0,58000.0,Diesel,Automatic,First,16.07 kmpl,1995 CC,181 bhp,White,5.0,4.0,,13.5
Maruti Alto,Chennai,2011.0,28300.0,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,Others,5.0,4.0,4.5 Lakh,2.15
Hyundai i20,Coimbatore,2015.0,14925.0,Petrol,Manual,First,18.5 kmpl,1197 CC,82.9 bhp,White,5.0,4.0,,5.37
Renault Duster,Kochi,2015.0,75863.0,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,White,5.0,4.0,,6.7
Hyundai Santa,Bangalore,2014.0,58000.0,Diesel,Automatic,First,11.72 kmpl,2199 CC,194.3 bhp,White,7.0,5.0,,17.0
Hyundai Verna,Kolkata,2015.0,33425.0,Petrol,Manual,First,17.43 kmpl,1396 CC,105.5 bhp,Others,5.0,4.0,,4.5
Hyundai Santro,Hyderabad,2011.0,60000.0,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,Black/Silver,5.0,4.0,,2.59
Hyundai Creta,Mumbai,2015.0,26000.0,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,Black/Silver,5.0,4.0,,9.5
Skoda Yeti,Jaipur,2016.0,84000.0,Diesel,Manual,First,17.72 kmpl,1968 CC,108.5 bhp,Black/Silver,5.0,4.0,,11.0
Tata Tiago,Jaipur,2016.0,42700.0,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,White,5.0,4.0,5.61 Lakh,3.6
Ford Figo,Hyderabad,2015.0,45000.0,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,Others,5.0,4.0,,5.5
Maruti Celerio,Kolkata,2016.0,25562.0,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,Black/Silver,5.0,4.0,,3.5
Maruti Alto,Chennai,2015.0,63714.0,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,Black/Silver,5.0,4.0,,2.45
Honda City,Chennai,2009.0,122000.0,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,White,5.0,4.0,,3.5
Volvo V40,Hyderabad,2015.0,38000.0,Diesel,Automatic,Second,16.8 kmpl,1969 CC,150 bhp,Black/Silver,5.0,4.0,37.9 Lakh,24.0
Tata New,Jaipur,2011.0,80000.0,Petrol,Manual,First,12.0 kmpl,2092 CC,127 bhp,Others,7.0,5.0,,5.5
Mercedes-Benz New,Delhi,2011.0,64000.0,Petrol,Automatic,Second,11.74 kmpl,1796 CC,186 bhp,Black/Silver,5.0,4.0,,12.5
Nissan Micra,Chennai,2012.0,93450.0,Diesel,Manual,Second,23.19 kmpl,1461 CC,63.12 bhp,Black/Silver,5.0,4.0,9.48 Lakh,2.5
Hyundai i10,Delhi,2012.0,62000.0,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,White,5.0,4.0,,2.5
Hyundai i20,Mumbai,2015.0,37000.0,Petrol,Manual,Second,18.6 kmpl,1197 CC,81.83 bhp,White,5.0,4.0,,5.25
Hyundai Santro,Coimbatore,2012.0,43337.0,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,Black/Silver,5.0,4.0,,3.32
Maruti Wagon,Mumbai,2015.0,22001.0,CNG,Manual,First,26.6 km/kg,998 CC,58.16 bhp,Others,5.0,4.0,,3.65
Honda CR-V,Kochi,2017.0,41697.0,Petrol,Automatic,First,13.1 kmpl,1997 CC,141.1 bhp,Black/Silver,5.0,4.0,,16.68
Audi Q3,Ahmedabad,2016.0,45000.0,Diesel,Automatic,First,17.32 kmpl,1968 CC,184 bhp,Black/Silver,5.0,4.0,,27.0
Honda City,Kochi,2014.0,46728.0,Petrol,Automatic,First,15.6 kmpl,1497 CC,116.3 bhp,Black/Silver,5.0,4.0,,6.15
Hyundai EON,Coimbatore,2016.0,14077.0,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,Others,5.0,4.0,,3.95
Toyota Innova,Kolkata,2011.0,70000.0,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,Black/Silver,8.0,5.0,,6.0
Hyundai Verna,Chennai,2016.0,33000.0,Diesel,Automatic,First,19.08 kmpl,1582 CC,126.2 bhp,Others,5.0,4.0,,8.7
Volkswagen Polo,Delhi,2013.0,63000.0,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,Others,5.0,4.0,,3.3
Toyota Corolla,Mumbai,2017.0,5900.0,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,White,5.0,4.0,,16.5
Hyundai Creta,Kochi,2017.0,44887.0,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,White,5.0,4.0,,12.13
Nissan Micra,Kolkata,2011.0,44000.0,Petrol,Manual,First,18.06 kmpl,1198 CC,75 bhp,Black/Silver,5.0,4.0,,2.65
Hyundai i10,Chennai,2010.0,26966.0,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,Black/Silver,5.0,4.0,,3.0
Chevrolet Cruze,Bangalore,2013.0,64000.0,Diesel,Manual,Second,17.3 kmpl,1998 CC,163.7 bhp,White,5.0,4.0,,6.5
Tata Nano,Coimbatore,2015.0,30676.0,Petrol,Manual,First,25.4 kmpl,624 CC,37.5 bhp,Black/Silver,4.0,4.0,,2.9
ISUZU D-MAX,Coimbatore,2018.0,20422.0,Diesel,Manual,First,12.4 kmpl,2499 CC,134 bhp,White,5.0,4.0,,16.09
Hyundai i20,Coimbatore,2015.0,46162.0,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,Others,5.0,4.0,,6.98
Hyundai Grand,Coimbatore,2015.0,37081.0,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,Others,5.0,4.0,,5.77
Mahindra XUV500,Kochi,2017.0,43773.0,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,White,7.0,5.0,,13.54
Jaguar XF,Hyderabad,2015.0,50000.0,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,White,5.0,4.0,,38.0
Toyota Fortuner,Delhi,2012.0,68350.0,Diesel,Manual,First,12.55 kmpl,2982 CC,168.5 bhp,Black/Silver,7.0,5.0,,14.0
Toyota Etios,Chennai,2011.0,79000.0,Diesel,Manual,First,23.59 kmpl,1364 CC,null bhp,Black/Silver,5.0,4.0,,4.67
Nissan Terrano,Coimbatore,2015.0,46173.0,Diesel,Manual,Second,19.01 kmpl,1461 CC,108.5 bhp,Others,5.0,4.0,,8.92
Honda Amaze,Coimbatore,2019.0,16573.0,Petrol,Manual,First,17.8 kmpl,1198 CC,86.7 bhp,White,5.0,4.0,,9.31
Maruti Ertiga,Mumbai,2017.0,23700.0,CNG,Manual,First,17.5 km/kg,1373 CC,80.46 bhp,White,7.0,5.0,,8.25
Honda Amaze,Coimbatore,2015.0,70602.0,Diesel,,,25.8 kmpl,1498 CC,98.6 bhp,Others,5.0,4.0,,4.83
Maruti Swift,Kolkata,2014.0,33485.0,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,Others,5.0,4.0,,3.59
Maruti A-Star,Pune,2011.0,70000.0,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,Black/Silver,5.0,4.0,,2.0
Mahindra Scorpio,Delhi,2017.0,30000.0,Diesel,Manual,First,15.4 kmpl,1997 CC,120 bhp,Black/Silver,7.0,5.0,,12.25
Skoda Rapid,Coimbatore,2018.0,5833.0,Diesel,Manual,First,21.13 kmpl,1498 CC,108.4 bhp,Black/Silver,5.0,4.0,14.22 Lakh,11.92
Tata Nano,Jaipur,2010.0,57000.0,Petrol,Manual,First,26.0 kmpl,624 CC,35 bhp,White,4.0,4.0,,0.5
Honda City,Hyderabad,2017.0,46000.0,Diesel,Manual,First,25.6 kmpl,1498 CC,98.6 bhp,Others,5.0,4.0,16.95 Lakh,12.9
Maruti Baleno,Coimbatore,2018.0,26731.0,Petrol,Manual,First,21.1 kmpl,998 CC,100 bhp,White,5.0,4.0,10.89 Lakh,8.61
Volkswagen Vento,Chennai,2013.0,65000.0,Diesel,Automatic,First,21.5 kmpl,1498 CC,108.5 bhp,Others,5.0,4.0,,6.25
Mahindra Scorpio,Bangalore,2007.0,81000.0,Diesel,Manual,Third,12.05 kmpl,2179 CC,120 bhp,Black/Silver,8.0,5.0,,4.35
Nissan Terrano,Hyderabad,2014.0,66000.0,Diesel,Manual,First,19.01 kmpl,1461 CC,108.5 bhp,White,5.0,4.0,,6.8
Volkswagen Polo,Kolkata,2011.0,43000.0,Petrol,Manual,Second,16.47 kmpl,1198 CC,73.9 bhp,White,5.0,4.0,,2.1
BMW X5,Hyderabad,2016.0,76000.0,Diesel,Automatic,First,15.97 kmpl,2993 CC,258 bhp,Others,7.0,5.0,,58.0
Honda City,Coimbatore,2019.0,23882.0,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,Black/Silver,5.0,4.0,,11.87
Maruti Swift,Hyderabad,2013.0,83327.0,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,White,5.0,4.0,,5.8
Toyota Innova,Kochi,2017.0,57539.0,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,Black/Silver,7.0,4.0,,12.83
Skoda Rapid,Mumbai,2017.0,10500.0,Petrol,Automatic,First,14.3 kmpl,1598 CC,103.52 bhp,Others,5.0,4.0,,8.9
Hyundai Grand,Kolkata,2019.0,1000.0,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,White,5.0,4.0,7.39 Lakh,6.5
Ford Figo,Chennai,2010.0,39000.0,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,White,5.0,4.0,,2.5
Honda City,Kochi,2011.0,94832.0,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,Black/Silver,5.0,4.0,,3.83
Hyundai i10,Hyderabad,2008.0,80400.0,Petrol,Manual,First,16.0 kmpl,1086 CC,66.7 bhp,White,5.0,4.0,,2.3
Maruti Ciaz,Hyderabad,2016.0,62287.0,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,Black/Silver,5.0,4.0,,7.9
Maruti Wagon,Jaipur,2004.0,62000.0,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,Others,5.0,4.0,,1.25
Hyundai Verna,Pune,2013.0,114000.0,Diesel,Automatic,First,22.32 kmpl,1582 CC,126.3 bhp,Others,5.0,4.0,,6.75
Mahindra Scorpio,Bangalore,2013.0,70359.0,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,Black/Silver,8.0,5.0,,7.65
Maruti Ciaz,Kochi,2018.0,17804.0,Diesel,Manual,Second,28.09 kmpl,1248 CC,88.5 bhp,Others,5.0,4.0,,7.97
Land Rover Range,Kochi,2018.0,41661.0,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,Black/Silver,5.0,4.0,,44.83
Renault Koleos,Jaipur,2011.0,32531.0,Diesel,Automatic,Second,13.73 kmpl,1995 CC,148 bhp,Black/Silver,5.0,4.0,,8.0
Hyundai i20,Delhi,2017.0,9000.0,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,Others,5.0,4.0,,6.85
Hyundai Santro,Kolkata,2007.0,43206.0,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,Black/Silver,5.0,4.0,,0.99
Ford Ikon,Chennai,2007.0,40000.0,Petrol,Manual,Third,13.8 kmpl,1299 CC,70 bhp,Black/Silver,5.0,4.0,,1.1
Volkswagen Vento,Coimbatore,2016.0,62767.0,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,Others,5.0,4.0,,9.75
Maruti Swift,Jaipur,2015.0,60000.0,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,Black/Silver,5.0,4.0,,6.25
Maruti Zen,Mumbai,2002.0,60000.0,Petrol,Manual,Third,17.3 kmpl,993 CC,60 bhp,White,5.0,4.0,,0.55
BMW 3,Chennai,2012.0,65000.0,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,Black/Silver,5.0,4.0,54.7 Lakh,14.0
Honda City,Kochi,2015.0,53442.0,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,Others,5.0,4.0,,7.0
Mahindra Scorpio,Kochi,2016.0,72118.0,Diesel,Manual,First,15.4 kmpl,2179 CC,120 bhp,Black/Silver,8.0,5.0,,10.23
Mercedes-Benz GLA,Kochi,2016.0,26212.0,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,Black/Silver,5.0,4.0,38.72 Lakh,24.46
Porsche Panamera,Delhi,2013.0,36400.0,Diesel,Automatic,First,7.5 kmpl,4806 CC,394.3 bhp,White,4.0,4.0,,72.0
Mercedes-Benz GLA,Chennai,2015.0,54000.0,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,White,5.0,4.0,,17.55
Honda Civic,Bangalore,2008.0,66000.0,Petrol,Manual,Third,13.5 kmpl,1799 CC,130 bhp,Black/Silver,5.0,4.0,,3.25
Hyundai Verna,Pune,2007.0,80000.0,Petrol,Manual,Second,13.9 kmpl,1599 CC,103.2 bhp,White,5.0,4.0,,1.95
BMW 5,Pune,2018.0,7000.0,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,Others,5.0,4.0,,46.0
Volkswagen Vento,Mumbai,2013.0,49106.0,Petrol,Manual,First,15.04 kmpl,1598 CC,103.2 bhp,White,5.0,4.0,,4.4
Maruti Zen,Bangalore,2007.0,60000.0,Petrol,Manual,Second,18.2 kmpl,1061 CC,64 bhp,Black/Silver,5.0,4.0,,1.65
Hyundai i10,Kolkata,2011.0,37000.0,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,Others,5.0,4.0,,2.2
Honda CR-V,Hyderabad,2004.0,78000.0,Petrol,Automatic,First,12.0 kmpl,2354 CC,187.4 bhp,Black/Silver,5.0,4.0,,3.99
Audi Q5,Kochi,2013.0,12467.0,Diesel,Automatic,First,12.8 kmpl,1968 CC,167.6 bhp,Others,5.0,4.0,,25.64
Renault Duster,Bangalore,2016.0,26000.0,Diesel,Automatic,Second,19.6 kmpl,1461 CC,108.45 bhp,Black/Silver,5.0,4.0,,10.0
Honda Brio,Pune,2012.0,65167.0,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,Black/Silver,5.0,4.0,,3.28
Maruti Celerio,Bangalore,2015.0,74000.0,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,Others,5.0,4.0,,4.15
Nissan Micra,Hyderabad,2012.0,83000.0,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,Others,5.0,4.0,,3.7
Hyundai Accent,Kochi,2006.0,160538.0,Diesel,Manual,First,13.1 kmpl,1493 CC,82 bhp,White,5.0,4.0,,1.8
Mercedes-Benz GLA,Delhi,2016.0,23000.0,Petrol,Automatic,First,13.7 kmpl,1991 CC,183 bhp,Others,5.0,4.0,,25.0
Tata Indigo,Pune,2014.0,41000.0,CNG,Manual,First,24.6 km/kg,1193 CC,55.23 bhp,Black/Silver,5.0,4.0,,3.25
Hyundai i20,Coimbatore,2016.0,24973.0,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,White,5.0,4.0,,7.66
Hyundai i10,Mumbai,2011.0,64984.0,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,Others,5.0,4.0,,3.45
Mercedes-Benz E-Class,Delhi,2011.0,67612.0,Diesel,Automatic,Second,14.21 kmpl,2143 CC,203 bhp,Black/Silver,5.0,4.0,,11.5
Hyundai EON,Hyderabad,2015.0,19000.0,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,Others,5.0,4.0,,3.0
Toyota Camry,Chennai,2009.0,135000.0,Petrol,Automatic,First,12.1 kmpl,2362 CC,164.7 bhp,Black/Silver,5.0,4.0,,4.7
Maruti Celerio,Delhi,2015.0,64687.0,CNG,Manual,First,31.79 km/kg,998 CC,58.33 bhp,Others,5.0,4.0,5.87 Lakh,3.8
Honda City,Delhi,2011.0,100000.0,Petrol,Manual,First,13.0 kmpl,1343 CC,90 bhp,White,5.0,4.0,,3.5
Tata Nano,Coimbatore,2014.0,42083.0,Petrol,Manual,First,25.4 kmpl,624 CC,37.48 bhp,Black/Silver,4.0,4.0,,1.68
BMW 3,Kochi,2014.0,51240.0,Diesel,Automatic,First,8.2 kmpl,2993 CC,245 bhp,White,4.0,4.0,,29.52
Hyundai i20,Pune,2010.0,80561.0,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,Black/Silver,5.0,4.0,,2.74
Hyundai i10,Kolkata,2015.0,24350.0,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,Others,5.0,4.0,,3.0
Mercedes-Benz CLA,Coimbatore,2017.0,20969.0,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,Black/Silver,5.0,4.0,45.36 Lakh,27.87
Toyota Fortuner,Coimbatore,2019.0,28069.0,Diesel,Automatic,First,12.9 kmpl,2755 CC,174.5 bhp,White,7.0,5.0,34.45 Lakh,30.85
Mercedes-Benz B,Delhi,2013.0,30000.0,Petrol,Automatic,Second,14.8 kmpl,1595 CC,120.7 bhp,Black/Silver,5.0,4.0,,11.0
Toyota Innova,,2007.0,262000.0,Diesel,Manual,Fourth & Above,12.8 kmpl,2494 CC,,White,7.0,4.0,,4.0
Land Rover Discovery,Coimbatore,2019.0,17201.0,Diesel,Automatic,First,12.51 kmpl,2179 CC,187.7 bhp,Others,7.0,5.0,,58.91
Mahindra Bolero,Jaipur,2013.0,63000.0,Diesel,Manual,First,15.96 kmpl,2523 CC,62.1 bhp,Others,7.0,5.0,11.15 Lakh,5.5
Honda City,Bangalore,2016.0,36000.0,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,White,5.0,4.0,,9.45
Maruti Swift,Kolkata,2009.0,34000.0,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,White,5.0,4.0,,2.19
Honda Jazz,Chennai,2016.0,14980.0,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,White,5.0,4.0,10.81 Lakh,7.4
Maruti Baleno,Pune,2005.0,70000.0,Petrol,Manual,First,0.0 kmpl,1590 CC,null bhp,Black/Silver,5.0,4.0,,1.3
BMW 5,Coimbatore,2011.0,57832.0,Diesel,Automatic,First,16.2 kmpl,2993 CC,258 bhp,Black/Silver,5.0,4.0,,25.82
Toyota Innova,Delhi,2017.0,18000.0,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,Others,8.0,5.0,20.8 Lakh,18.25
Mahindra XUV500,Jaipur,2014.0,88511.0,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,White,7.0,5.0,,8.25
Lamborghini Gallardo,Delhi,2011.0,6500.0,Petrol,Automatic,Third,6.4 kmpl,5204 CC,560 bhp,White,2.0,2.0,,120.0
Maruti Swift,Kochi,2016.0,62192.0,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,Black/Silver,5.0,4.0,7.88 Lakh,5.22
Maruti Celerio,Kochi,2016.0,70536.0,CNG,Manual,First,31.79 km/kg,998 CC,58.33 bhp,Others,5.0,4.0,5.87 Lakh,4.58
Hyundai EON,Ahmedabad,2014.0,47000.0,Petrol,Manual,First,22.0 kmpl,814 CC,55 bhp,Black/Silver,5.0,4.0,,2.65
Maruti Swift,Hyderabad,2017.0,22000.0,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,White,5.0,4.0,,7.95
Ford Fiesta,Chennai,2010.0,82000.0,Diesel,Manual,First,17.8 kmpl,1399 CC,68 bhp,Others,5.0,4.0,,2.75
Nissan Micra,Pune,2013.0,60000.0,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,Others,5.0,4.0,,3.55
Volkswagen Vento,Mumbai,2014.0,34987.0,Petrol,Automatic,First,18.19 kmpl,1197 CC,103.5 bhp,Black/Silver,5.0,4.0,,5.95
Renault Duster,Kochi,2013.0,69140.0,Diesel,Manual,First,20.46 kmpl,1461 CC,83.8 bhp,Black/Silver,5.0,4.0,,5.11
Maruti Swift,Ahmedabad,2008.0,65000.0,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,Others,5.0,4.0,,2.71
Maruti Swift,Delhi,2011.0,68000.0,Diesel,,,19.3 kmpl,1248 CC,73.9 bhp,Black/Silver,5.0,4.0,,2.75
Volkswagen Vento,Chennai,2013.0,720000.0,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,Black/Silver,5.0,4.0,,5.9
Ford Ecosport,Mumbai,2014.0,69565.0,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,Black/Silver,5.0,4.0,,5.55
Mahindra Ssangyong,Kochi,2015.0,67415.0,Diesel,Automatic,First,11.18 kmpl,2696 CC,184 bhp,Others,7.0,5.0,,11.03
Mercedes-Benz E-Class,Kolkata,2010.0,50645.0,Petrol,Automatic,Second,10.93 kmpl,2497 CC,204 bhp,Black/Silver,5.0,4.0,,10.75
Maruti Baleno,Hyderabad,2016.0,30112.0,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,Black/Silver,5.0,4.0,,7.79
Honda City,Mumbai,2016.0,25000.0,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,Others,5.0,4.0,,9.45
Honda Civic,Kolkata,2010.0,38000.0,Petrol,Manual,First,14.8 kmpl,1799 CC,130.2 bhp,Black/Silver,5.0,4.0,,2.0
Hyundai i20,Kochi,2015.0,46950.0,Diesel,Manual,First,21.27 kmpl,1396 CC,88.76 bhp,Black/Silver,5.0,4.0,,6.45
Ford Figo,Coimbatore,2011.0,51928.0,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,Black/Silver,5.0,4.0,,3.46
Honda Jazz,Hyderabad,2017.0,17151.0,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,Black/Silver,5.0,4.0,11.05 Lakh,8.4
Hyundai Santro,Hyderabad,2014.0,56000.0,LPG,Manual,First,13.45 km/kg,1086 CC,62.1 bhp,Black/Silver,5.0,4.0,,3.2
Mahindra XUV500,Coimbatore,2016.0,66296.0,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,Others,7.0,5.0,,15.96
Maruti Swift,Ahmedabad,2018.0,2000.0,Petrol,Manual,First,22.0 kmpl,1197 CC,81.80 bhp,Others,5.0,4.0,8.16 Lakh,7.75
Honda Civic,Delhi,2010.0,71088.0,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,Others,5.0,4.0,,3.35
Tata New,Jaipur,2012.0,75391.0,Diesel,Manual,First,13.93 kmpl,2179 CC,138 bhp,Others,7.0,5.0,,3.75
Chevrolet Spark,Chennai,2010.0,49000.0,Petrol,Manual,Second,18.0 kmpl,995 CC,62 bhp,Black/Silver,5.0,4.0,,1.4
Tata New,Chennai,2007.0,120203.0,Diesel,Manual,Second,13.93 kmpl,2179 CC,138 bhp,White,7.0,5.0,,3.5
Volkswagen Vento,Kolkata,2011.0,35000.0,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,Black/Silver,5.0,4.0,,3.15
Maruti SX4,Mumbai,2012.0,51800.0,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,White,5.0,4.0,,3.9
Maruti Swift,Kolkata,2013.0,43284.0,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,White,5.0,4.0,,4.5
Toyota Corolla,Bangalore,2016.0,16471.0,Petrol,Manual,Second,14.28 kmpl,1798 CC,138.03 bhp,Black/Silver,5.0,4.0,20.48 Lakh,11.5
Toyota Corolla,Bangalore,2018.0,1331.0,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,White,5.0,4.0,,20.0
